Date,Time (GMT),Predicted (m),Preliminary (m),Verified (m)
2021/01/01,00:00,0.294,-,0.256
2021/01/01,00:06,0.249,-,0.232
2021/01/01,00:12,0.205,-,0.179
2021/01/01,00:18,0.163,-,0.131
2021/01/01,00:24,0.122,-,0.09
2021/01/01,00:30,0.083,-,0.046
2021/01/01,00:36,0.045,-,0.022
2021/01/01,00:42,0.009,-,-0.011
2021/01/01,00:48,-0.024,-,-0.043
2021/01/01,00:54,-0.056,-,-0.056
2021/01/01,01:00,-0.086,-,-0.099
2021/01/01,01:06,-0.114,-,-0.136
2021/01/01,01:12,-0.14,-,-0.15
2021/01/01,01:18,-0.163,-,-0.163
2021/01/01,01:24,-0.185,-,-0.205
2021/01/01,01:30,-0.204,-,-0.214
2021/01/01,01:36,-0.221,-,-0.226
2021/01/01,01:42,-0.237,-,-0.246
2021/01/01,01:48,-0.25,-,-0.256
2021/01/01,01:54,-0.261,-,-0.279
2021/01/01,02:00,-0.27,-,-0.264
2021/01/01,02:06,-0.276,-,-0.285
2021/01/01,02:12,-0.281,-,-0.303
2021/01/01,02:18,-0.284,-,-0.312
2021/01/01,02:24,-0.285,-,-0.31
2021/01/01,02:30,-0.284,-,-0.328
2021/01/01,02:36,-0.281,-,-0.302
2021/01/01,02:42,-0.277,-,-0.329
2021/01/01,02:48,-0.271,-,-0.319
2021/01/01,02:54,-0.263,-,-0.32
2021/01/01,03:00,-0.253,-,-0.315
2021/01/01,03:06,-0.242,-,-0.291
2021/01/01,03:12,-0.229,-,-0.295
2021/01/01,03:18,-0.215,-,-0.266
2021/01/01,03:24,-0.199,-,-0.239
2021/01/01,03:30,-0.182,-,-0.246
2021/01/01,03:36,-0.163,-,-0.234
2021/01/01,03:42,-0.144,-,-0.204
2021/01/01,03:48,-0.122,-,-0.202
2021/01/01,03:54,-0.1,-,-0.175
2021/01/01,04:00,-0.077,-,-0.14
2021/01/01,04:06,-0.052,-,-0.119
2021/01/01,04:12,-0.026,-,-0.098
2021/01/01,04:18,0,-,-0.072
2021/01/01,04:24,0.028,-,-0.045
2021/01/01,04:30,0.056,-,-0.019
2021/01/01,04:36,0.086,-,0.035
2021/01/01,04:42,0.116,-,0.063
2021/01/01,04:48,0.147,-,0.098
2021/01/01,04:54,0.179,-,0.14
2021/01/01,05:00,0.211,-,0.144
2021/01/01,05:06,0.244,-,0.198
2021/01/01,05:12,0.277,-,0.227
2021/01/01,05:18,0.311,-,0.267
2021/01/01,05:24,0.345,-,0.304
2021/01/01,05:30,0.379,-,0.341
2021/01/01,05:36,0.414,-,0.369
2021/01/01,05:42,0.449,-,0.42
2021/01/01,05:48,0.484,-,0.451
2021/01/01,05:54,0.519,-,0.488
2021/01/01,06:00,0.554,-,0.511
2021/01/01,06:06,0.59,-,0.555
2021/01/01,06:12,0.625,-,0.595
2021/01/01,06:18,0.66,-,0.632
2021/01/01,06:24,0.695,-,0.674
2021/01/01,06:30,0.73,-,0.723
2021/01/01,06:36,0.764,-,0.734
2021/01/01,06:42,0.798,-,0.765
2021/01/01,06:48,0.832,-,0.805
2021/01/01,06:54,0.866,-,0.813
2021/01/01,07:00,0.899,-,0.862
2021/01/01,07:06,0.932,-,0.887
2021/01/01,07:12,0.964,-,0.923
2021/01/01,07:18,0.996,-,0.94
2021/01/01,07:24,1.027,-,0.981
2021/01/01,07:30,1.058,-,1.014
2021/01/01,07:36,1.088,-,1.039
2021/01/01,07:42,1.117,-,1.072
2021/01/01,07:48,1.145,-,1.094
2021/01/01,07:54,1.173,-,1.124
2021/01/01,08:00,1.199,-,1.158
2021/01/01,08:06,1.225,-,1.163
2021/01/01,08:12,1.25,-,1.207
2021/01/01,08:18,1.273,-,1.226
2021/01/01,08:24,1.296,-,1.249
2021/01/01,08:30,1.317,-,1.278
2021/01/01,08:36,1.337,-,1.286
2021/01/01,08:42,1.355,-,1.306
2021/01/01,08:48,1.373,-,1.314
2021/01/01,08:54,1.388,-,1.334
2021/01/01,09:00,1.403,-,1.338
2021/01/01,09:06,1.416,-,1.362
2021/01/01,09:12,1.427,-,1.373
2021/01/01,09:18,1.437,-,1.382
2021/01/01,09:24,1.445,-,1.4
2021/01/01,09:30,1.452,-,1.395
2021/01/01,09:36,1.457,-,1.39
2021/01/01,09:42,1.461,-,1.401
2021/01/01,09:48,1.463,-,1.404
2021/01/01,09:54,1.463,-,1.416
2021/01/01,10:00,1.462,-,1.407
2021/01/01,10:06,1.46,-,1.406
2021/01/01,10:12,1.456,-,1.399
2021/01/01,10:18,1.451,-,1.389
2021/01/01,10:24,1.444,-,1.389
2021/01/01,10:30,1.437,-,1.397
2021/01/01,10:36,1.428,-,1.394
2021/01/01,10:42,1.418,-,1.391
2021/01/01,10:48,1.406,-,1.371
2021/01/01,10:54,1.394,-,1.367
2021/01/01,11:00,1.381,-,1.366
2021/01/01,11:06,1.367,-,1.347
2021/01/01,11:12,1.352,-,1.326
2021/01/01,11:18,1.337,-,1.305
2021/01/01,11:24,1.321,-,1.307
2021/01/01,11:30,1.304,-,1.29
2021/01/01,11:36,1.287,-,1.299
2021/01/01,11:42,1.27,-,1.279
2021/01/01,11:48,1.253,-,1.25
2021/01/01,11:54,1.235,-,1.209
2021/01/01,12:00,1.217,-,1.191
2021/01/01,12:06,1.2,-,1.182
2021/01/01,12:12,1.182,-,1.178
2021/01/01,12:18,1.165,-,1.163
2021/01/01,12:24,1.148,-,1.126
2021/01/01,12:30,1.131,-,1.105
2021/01/01,12:36,1.115,-,1.101
2021/01/01,12:42,1.1,-,1.078
2021/01/01,12:48,1.085,-,1.072
2021/01/01,12:54,1.071,-,1.054
2021/01/01,13:00,1.058,-,1.038
2021/01/01,13:06,1.045,-,1.031
2021/01/01,13:12,1.034,-,1.012
2021/01/01,13:18,1.023,-,0.999
2021/01/01,13:24,1.014,-,0.975
2021/01/01,13:30,1.005,-,0.976
2021/01/01,13:36,0.998,-,0.973
2021/01/01,13:42,0.992,-,0.959
2021/01/01,13:48,0.987,-,0.959
2021/01/01,13:54,0.983,-,0.938
2021/01/01,14:00,0.98,-,0.922
2021/01/01,14:06,0.978,-,0.934
2021/01/01,14:12,0.978,-,0.932
2021/01/01,14:18,0.979,-,0.942
2021/01/01,14:24,0.981,-,0.942
2021/01/01,14:30,0.984,-,0.935
2021/01/01,14:36,0.989,-,0.935
2021/01/01,14:42,0.994,-,0.936
2021/01/01,14:48,1.001,-,0.936
2021/01/01,14:54,1.008,-,0.945
2021/01/01,15:00,1.017,-,0.955
2021/01/01,15:06,1.027,-,0.974
2021/01/01,15:12,1.038,-,0.984
2021/01/01,15:18,1.049,-,1.002
2021/01/01,15:24,1.062,-,1.013
2021/01/01,15:30,1.075,-,1.021
2021/01/01,15:36,1.09,-,1.036
2021/01/01,15:42,1.105,-,1.045
2021/01/01,15:48,1.121,-,1.054
2021/01/01,15:54,1.138,-,1.072
2021/01/01,16:00,1.155,-,1.102
2021/01/01,16:06,1.174,-,1.134
2021/01/01,16:12,1.192,-,1.163
2021/01/01,16:18,1.212,-,1.169
2021/01/01,16:24,1.232,-,1.191
2021/01/01,16:30,1.253,-,1.196
2021/01/01,16:36,1.274,-,1.223
2021/01/01,16:42,1.296,-,1.258
2021/01/01,16:48,1.318,-,1.303
2021/01/01,16:54,1.34,-,1.325
2021/01/01,17:00,1.363,-,1.326
2021/01/01,17:06,1.386,-,1.355
2021/01/01,17:12,1.409,-,1.372
2021/01/01,17:18,1.433,-,1.41
2021/01/01,17:24,1.456,-,1.44
2021/01/01,17:30,1.48,-,1.466
2021/01/01,17:36,1.503,-,1.489
2021/01/01,17:42,1.526,-,1.49
2021/01/01,17:48,1.549,-,1.517
2021/01/01,17:54,1.572,-,1.544
2021/01/01,18:00,1.594,-,1.57
2021/01/01,18:06,1.616,-,1.593
2021/01/01,18:12,1.638,-,1.612
2021/01/01,18:18,1.658,-,1.646
2021/01/01,18:24,1.679,-,1.662
2021/01/01,18:30,1.698,-,1.689
2021/01/01,18:36,1.717,-,1.705
2021/01/01,18:42,1.735,-,1.718
2021/01/01,18:48,1.752,-,1.73
2021/01/01,18:54,1.769,-,1.755
2021/01/01,19:00,1.784,-,1.774
2021/01/01,19:06,1.798,-,1.777
2021/01/01,19:12,1.812,-,1.796
2021/01/01,19:18,1.824,-,1.822
2021/01/01,19:24,1.834,-,1.832
2021/01/01,19:30,1.844,-,1.845
2021/01/01,19:36,1.852,-,1.862
2021/01/01,19:42,1.859,-,1.858
2021/01/01,19:48,1.865,-,1.873
2021/01/01,19:54,1.869,-,1.873
2021/01/01,20:00,1.872,-,1.88
2021/01/01,20:06,1.873,-,1.88
2021/01/01,20:12,1.873,-,1.87
2021/01/01,20:18,1.871,-,1.855
2021/01/01,20:24,1.867,-,1.857
2021/01/01,20:30,1.862,-,1.853
2021/01/01,20:36,1.854,-,1.847
2021/01/01,20:42,1.845,-,1.849
2021/01/01,20:48,1.834,-,1.82
2021/01/01,20:54,1.822,-,1.813
2021/01/01,21:00,1.807,-,1.799
2021/01/01,21:06,1.79,-,1.782
2021/01/01,21:12,1.772,-,1.749
2021/01/01,21:18,1.751,-,1.726
2021/01/01,21:24,1.729,-,1.698
2021/01/01,21:30,1.704,-,1.658
2021/01/01,21:36,1.678,-,1.632
2021/01/01,21:42,1.649,-,1.614
2021/01/01,21:48,1.619,-,1.578
2021/01/01,21:54,1.587,-,1.548
2021/01/01,22:00,1.553,-,1.51
2021/01/01,22:06,1.517,-,1.473
2021/01/01,22:12,1.48,-,1.433
2021/01/01,22:18,1.441,-,1.403
2021/01/01,22:24,1.4,-,1.361
2021/01/01,22:30,1.358,-,1.299
2021/01/01,22:36,1.314,-,1.262
2021/01/01,22:42,1.27,-,1.21
2021/01/01,22:48,1.223,-,1.159
2021/01/01,22:54,1.176,-,1.117
2021/01/01,23:00,1.128,-,1.043
2021/01/01,23:06,1.079,-,0.99
2021/01/01,23:12,1.03,-,0.943
2021/01/01,23:18,0.979,-,0.89
2021/01/01,23:24,0.929,-,0.835
2021/01/01,23:30,0.877,-,0.781
2021/01/01,23:36,0.826,-,0.726
2021/01/01,23:42,0.775,-,0.695
2021/01/01,23:48,0.723,-,0.644
2021/01/01,23:54,0.672,-,0.605
2021/01/02,00:00,0.621,-,0.548
2021/01/02,00:06,0.57,-,0.504
2021/01/02,00:12,0.52,-,0.468
2021/01/02,00:18,0.471,-,0.415
2021/01/02,00:24,0.422,-,0.383
2021/01/02,00:30,0.375,-,0.324
2021/01/02,00:36,0.328,-,0.276
2021/01/02,00:42,0.282,-,0.241
2021/01/02,00:48,0.238,-,0.212
2021/01/02,00:54,0.195,-,0.155
2021/01/02,01:00,0.154,-,0.11
2021/01/02,01:06,0.114,-,0.074
2021/01/02,01:12,0.076,-,0.048
2021/01/02,01:18,0.039,-,0.023
2021/01/02,01:24,0.005,-,0.016
2021/01/02,01:30,-0.028,-,-0.014
2021/01/02,01:36,-0.059,-,-0.053
2021/01/02,01:42,-0.088,-,-0.089
2021/01/02,01:48,-0.115,-,-0.099
2021/01/02,01:54,-0.139,-,-0.112
2021/01/02,02:00,-0.162,-,-0.143
2021/01/02,02:06,-0.183,-,-0.175
2021/01/02,02:12,-0.201,-,-0.193
2021/01/02,02:18,-0.217,-,-0.208
2021/01/02,02:24,-0.231,-,-0.226
2021/01/02,02:30,-0.243,-,-0.241
2021/01/02,02:36,-0.253,-,-0.255
2021/01/02,02:42,-0.261,-,-0.274
2021/01/02,02:48,-0.267,-,-0.299
2021/01/02,02:54,-0.271,-,-0.31
2021/01/02,03:00,-0.273,-,-0.299
2021/01/02,03:06,-0.273,-,-0.305
2021/01/02,03:12,-0.271,-,-0.291
2021/01/02,03:18,-0.267,-,-0.285
2021/01/02,03:24,-0.261,-,-0.289
2021/01/02,03:30,-0.254,-,-0.282
2021/01/02,03:36,-0.245,-,-0.277
2021/01/02,03:42,-0.234,-,-0.272
2021/01/02,03:48,-0.222,-,-0.249
2021/01/02,03:54,-0.208,-,-0.234
2021/01/02,04:00,-0.193,-,-0.21
2021/01/02,04:06,-0.176,-,-0.195
2021/01/02,04:12,-0.158,-,-0.193
2021/01/02,04:18,-0.139,-,-0.19
2021/01/02,04:24,-0.118,-,-0.169
2021/01/02,04:30,-0.096,-,-0.158
2021/01/02,04:36,-0.073,-,-0.142
2021/01/02,04:42,-0.049,-,-0.105
2021/01/02,04:48,-0.023,-,-0.091
2021/01/02,04:54,0.003,-,-0.081
2021/01/02,05:00,0.031,-,-0.021
2021/01/02,05:06,0.059,-,-0.006
2021/01/02,05:12,0.088,-,0.042
2021/01/02,05:18,0.118,-,0.079
2021/01/02,05:24,0.149,-,0.118
2021/01/02,05:30,0.18,-,0.142
2021/01/02,05:36,0.213,-,0.167
2021/01/02,05:42,0.245,-,0.197
2021/01/02,05:48,0.279,-,0.237
2021/01/02,05:54,0.313,-,0.265
2021/01/02,06:00,0.347,-,0.303
2021/01/02,06:06,0.382,-,0.348
2021/01/02,06:12,0.416,-,0.378
2021/01/02,06:18,0.452,-,0.411
2021/01/02,06:24,0.487,-,0.458
2021/01/02,06:30,0.522,-,0.463
2021/01/02,06:36,0.558,-,0.504
2021/01/02,06:42,0.593,-,0.542
2021/01/02,06:48,0.629,-,0.595
2021/01/02,06:54,0.664,-,0.646
2021/01/02,07:00,0.7,-,0.677
2021/01/02,07:06,0.735,-,0.721
2021/01/02,07:12,0.769,-,0.738
2021/01/02,07:18,0.804,-,0.769
2021/01/02,07:24,0.838,-,0.806
2021/01/02,07:30,0.872,-,0.843
2021/01/02,07:36,0.905,-,0.869
2021/01/02,07:42,0.938,-,0.906
2021/01/02,07:48,0.971,-,0.932
2021/01/02,07:54,1.003,-,0.975
2021/01/02,08:00,1.034,-,0.963
2021/01/02,08:06,1.065,-,1.021
2021/01/02,08:12,1.095,-,1.055
2021/01/02,08:18,1.124,-,1.069
2021/01/02,08:24,1.153,-,1.137
2021/01/02,08:30,1.18,-,1.171
2021/01/02,08:36,1.207,-,1.166
2021/01/02,08:42,1.233,-,1.188
2021/01/02,08:48,1.258,-,1.227
2021/01/02,08:54,1.281,-,1.236
2021/01/02,09:00,1.304,-,1.275
2021/01/02,09:06,1.326,-,1.293
2021/01/02,09:12,1.346,-,1.329
2021/01/02,09:18,1.365,-,1.325
2021/01/02,09:24,1.383,-,1.357
2021/01/02,09:30,1.399,-,1.361
2021/01/02,09:36,1.414,-,1.369
2021/01/02,09:42,1.427,-,1.309
2021/01/02,09:48,1.439,-,1.344
2021/01/02,09:54,1.45,-,1.363
2021/01/02,10:00,1.459,-,1.384
2021/01/02,10:06,1.466,-,1.422
2021/01/02,10:12,1.472,-,1.4
2021/01/02,10:18,1.476,-,1.432
2021/01/02,10:24,1.479,-,1.435
2021/01/02,10:30,1.48,-,1.443
2021/01/02,10:36,1.48,-,1.402
2021/01/02,10:42,1.478,-,1.418
2021/01/02,10:48,1.474,-,1.415
2021/01/02,10:54,1.47,-,1.409
2021/01/02,11:00,1.464,-,1.438
2021/01/02,11:06,1.456,-,1.407
2021/01/02,11:12,1.447,-,1.428
2021/01/02,11:18,1.437,-,1.409
2021/01/02,11:24,1.426,-,1.408
2021/01/02,11:30,1.414,-,1.363
2021/01/02,11:36,1.401,-,1.326
2021/01/02,11:42,1.387,-,1.32
2021/01/02,11:48,1.372,-,1.308
2021/01/02,11:54,1.356,-,1.328
2021/01/02,12:00,1.339,-,1.31
2021/01/02,12:06,1.322,-,1.281
2021/01/02,12:12,1.305,-,1.282
2021/01/02,12:18,1.287,-,1.274
2021/01/02,12:24,1.269,-,1.238
2021/01/02,12:30,1.25,-,1.215
2021/01/02,12:36,1.231,-,1.229
2021/01/02,12:42,1.213,-,1.192
2021/01/02,12:48,1.194,-,1.172
2021/01/02,12:54,1.175,-,1.193
2021/01/02,13:00,1.157,-,1.126
2021/01/02,13:06,1.139,-,1.091
2021/01/02,13:12,1.121,-,1.082
2021/01/02,13:18,1.104,-,1.058
2021/01/02,13:24,1.088,-,1.052
2021/01/02,13:30,1.072,-,0.996
2021/01/02,13:36,1.056,-,0.996
2021/01/02,13:42,1.042,-,1.01
2021/01/02,13:48,1.028,-,0.998
2021/01/02,13:54,1.016,-,0.948
2021/01/02,14:00,1.004,-,0.947
2021/01/02,14:06,0.993,-,0.934
2021/01/02,14:12,0.983,-,0.919
2021/01/02,14:18,0.975,-,0.96
2021/01/02,14:24,0.967,-,0.92
2021/01/02,14:30,0.961,-,0.928
2021/01/02,14:36,0.956,-,0.873
2021/01/02,14:42,0.952,-,0.889
2021/01/02,14:48,0.949,-,0.862
2021/01/02,14:54,0.948,-,0.881
2021/01/02,15:00,0.947,-,0.866
2021/01/02,15:06,0.948,-,0.892
2021/01/02,15:12,0.95,-,0.877
2021/01/02,15:18,0.953,-,0.928
2021/01/02,15:24,0.958,-,0.92
2021/01/02,15:30,0.963,-,0.927
2021/01/02,15:36,0.97,-,0.899
2021/01/02,15:42,0.977,-,0.904
2021/01/02,15:48,0.986,-,0.903
2021/01/02,15:54,0.995,-,0.935
2021/01/02,16:00,1.006,-,0.94
2021/01/02,16:06,1.017,-,0.943
2021/01/02,16:12,1.029,-,1
2021/01/02,16:18,1.043,-,0.981
2021/01/02,16:24,1.057,-,0.992
2021/01/02,16:30,1.071,-,1.044
2021/01/02,16:36,1.087,-,1.049
2021/01/02,16:42,1.103,-,1.072
2021/01/02,16:48,1.12,-,1.039
2021/01/02,16:54,1.138,-,1.076
2021/01/02,17:00,1.156,-,1.065
2021/01/02,17:06,1.175,-,1.109
2021/01/02,17:12,1.194,-,1.132
2021/01/02,17:18,1.214,-,1.182
2021/01/02,17:24,1.235,-,1.186
2021/01/02,17:30,1.256,-,1.179
2021/01/02,17:36,1.277,-,1.233
2021/01/02,17:42,1.298,-,1.242
2021/01/02,17:48,1.32,-,1.285
2021/01/02,17:54,1.342,-,1.276
2021/01/02,18:00,1.364,-,1.304
2021/01/02,18:06,1.387,-,1.344
2021/01/02,18:12,1.409,-,1.411
2021/01/02,18:18,1.431,-,1.393
2021/01/02,18:24,1.453,-,1.455
2021/01/02,18:30,1.475,-,1.469
2021/01/02,18:36,1.497,-,1.494
2021/01/02,18:42,1.519,-,1.458
2021/01/02,18:48,1.54,-,1.499
2021/01/02,18:54,1.561,-,1.496
2021/01/02,19:00,1.581,-,1.515
2021/01/02,19:06,1.601,-,1.576
2021/01/02,19:12,1.62,-,1.6
2021/01/02,19:18,1.638,-,1.596
2021/01/02,19:24,1.656,-,1.621
2021/01/02,19:30,1.672,-,1.659
2021/01/02,19:36,1.688,-,1.643
2021/01/02,19:42,1.703,-,1.691
2021/01/02,19:48,1.717,-,1.655
2021/01/02,19:54,1.73,-,1.709
2021/01/02,20:00,1.742,-,1.715
2021/01/02,20:06,1.753,-,1.733
2021/01/02,20:12,1.763,-,1.739
2021/01/02,20:18,1.771,-,1.755
2021/01/02,20:24,1.778,-,1.777
2021/01/02,20:30,1.784,-,1.773
2021/01/02,20:36,1.789,-,1.806
2021/01/02,20:42,1.792,-,1.773
2021/01/02,20:48,1.794,-,1.747
2021/01/02,20:54,1.794,-,1.754
2021/01/02,21:00,1.792,-,1.786
2021/01/02,21:06,1.79,-,1.758
2021/01/02,21:12,1.785,-,1.777
2021/01/02,21:18,1.779,-,1.767
2021/01/02,21:24,1.771,-,1.738
2021/01/02,21:30,1.761,-,1.733
2021/01/02,21:36,1.75,-,1.713
2021/01/02,21:42,1.737,-,1.7
2021/01/02,21:48,1.722,-,1.697
2021/01/02,21:54,1.705,-,1.675
2021/01/02,22:00,1.687,-,1.66
2021/01/02,22:06,1.666,-,1.636
2021/01/02,22:12,1.644,-,1.615
2021/01/02,22:18,1.62,-,1.569
2021/01/02,22:24,1.594,-,1.542
2021/01/02,22:30,1.566,-,1.522
2021/01/02,22:36,1.536,-,1.51
2021/01/02,22:42,1.505,-,1.447
2021/01/02,22:48,1.472,-,1.445
2021/01/02,22:54,1.437,-,1.398
2021/01/02,23:00,1.401,-,1.336
2021/01/02,23:06,1.363,-,1.31
2021/01/02,23:12,1.324,-,1.24
2021/01/02,23:18,1.283,-,1.208
2021/01/02,23:24,1.242,-,1.192
2021/01/02,23:30,1.199,-,1.137
2021/01/02,23:36,1.154,-,1.095
2021/01/02,23:42,1.109,-,1.035
2021/01/02,23:48,1.064,-,0.988
2021/01/02,23:54,1.017,-,0.924
2021/01/03,00:00,0.97,-,0.869
2021/01/03,00:06,0.922,-,0.858
2021/01/03,00:12,0.874,-,0.778
2021/01/03,00:18,0.825,-,0.751
2021/01/03,00:24,0.777,-,0.733
2021/01/03,00:30,0.728,-,0.648
2021/01/03,00:36,0.68,-,0.626
2021/01/03,00:42,0.631,-,0.626
2021/01/03,00:48,0.584,-,0.563
2021/01/03,00:54,0.536,-,0.51
2021/01/03,01:00,0.489,-,0.446
2021/01/03,01:06,0.443,-,0.389
2021/01/03,01:12,0.398,-,0.371
2021/01/03,01:18,0.354,-,0.307
2021/01/03,01:24,0.311,-,0.295
2021/01/03,01:30,0.269,-,0.284
2021/01/03,01:36,0.228,-,0.212
2021/01/03,01:42,0.188,-,0.156
2021/01/03,01:48,0.15,-,0.134
2021/01/03,01:54,0.114,-,0.145
2021/01/03,02:00,0.079,-,0.073
2021/01/03,02:06,0.046,-,0.058
2021/01/03,02:12,0.015,-,0.034
2021/01/03,02:18,-0.015,-,-0.02
2021/01/03,02:24,-0.042,-,-0.022
2021/01/03,02:30,-0.068,-,-0.071
2021/01/03,02:36,-0.092,-,-0.095
2021/01/03,02:42,-0.113,-,-0.068
2021/01/03,02:48,-0.133,-,-0.103
2021/01/03,02:54,-0.151,-,-0.15
2021/01/03,03:00,-0.166,-,-0.147
2021/01/03,03:06,-0.18,-,-0.191
2021/01/03,03:12,-0.191,-,-0.193
2021/01/03,03:18,-0.2,-,-0.214
2021/01/03,03:24,-0.208,-,-0.209
2021/01/03,03:30,-0.213,-,-0.224
2021/01/03,03:36,-0.216,-,-0.205
2021/01/03,03:42,-0.218,-,-0.244
2021/01/03,03:48,-0.217,-,-0.234
2021/01/03,03:54,-0.215,-,-0.227
2021/01/03,04:00,-0.211,-,-0.222
2021/01/03,04:06,-0.205,-,-0.215
2021/01/03,04:12,-0.197,-,-0.203
2021/01/03,04:18,-0.188,-,-0.221
2021/01/03,04:24,-0.177,-,-0.205
2021/01/03,04:30,-0.165,-,-0.199
2021/01/03,04:36,-0.151,-,-0.193
2021/01/03,04:42,-0.135,-,-0.161
2021/01/03,04:48,-0.118,-,-0.119
2021/01/03,04:54,-0.1,-,-0.126
2021/01/03,05:00,-0.081,-,-0.134
2021/01/03,05:06,-0.06,-,-0.097
2021/01/03,05:12,-0.038,-,-0.084
2021/01/03,05:18,-0.015,-,-0.058
2021/01/03,05:24,0.009,-,-0.04
2021/01/03,05:30,0.034,-,-0.02
2021/01/03,05:36,0.061,-,0.019
2021/01/03,05:42,0.088,-,0.034
2021/01/03,05:48,0.116,-,0.052
2021/01/03,05:54,0.145,-,0.086
2021/01/03,06:00,0.175,-,0.144
2021/01/03,06:06,0.206,-,0.163
2021/01/03,06:12,0.237,-,0.212
2021/01/03,06:18,0.269,-,0.236
2021/01/03,06:24,0.302,-,0.291
2021/01/03,06:30,0.335,-,0.291
2021/01/03,06:36,0.369,-,0.303
2021/01/03,06:42,0.403,-,0.377
2021/01/03,06:48,0.437,-,0.403
2021/01/03,06:54,0.472,-,0.425
2021/01/03,07:00,0.507,-,0.485
2021/01/03,07:06,0.542,-,0.528
2021/01/03,07:12,0.577,-,0.528
2021/01/03,07:18,0.613,-,0.602
2021/01/03,07:24,0.648,-,0.627
2021/01/03,07:30,0.683,-,0.654
2021/01/03,07:36,0.718,-,0.727
2021/01/03,07:42,0.753,-,0.705
2021/01/03,07:48,0.788,-,0.738
2021/01/03,07:54,0.822,-,0.781
2021/01/03,08:00,0.857,-,0.795
2021/01/03,08:06,0.89,-,0.872
2021/01/03,08:12,0.924,-,0.933
2021/01/03,08:18,0.957,-,0.954
2021/01/03,08:24,0.989,-,0.968
2021/01/03,08:30,1.021,-,0.997
2021/01/03,08:36,1.052,-,1.021
2021/01/03,08:42,1.083,-,1.053
2021/01/03,08:48,1.113,-,1.07
2021/01/03,08:54,1.142,-,1.12
2021/01/03,09:00,1.171,-,1.155
2021/01/03,09:06,1.198,-,1.19
2021/01/03,09:12,1.225,-,1.203
2021/01/03,09:18,1.251,-,1.232
2021/01/03,09:24,1.276,-,1.237
2021/01/03,09:30,1.3,-,1.277
2021/01/03,09:36,1.323,-,1.293
2021/01/03,09:42,1.345,-,1.306
2021/01/03,09:48,1.365,-,1.298
2021/01/03,09:54,1.385,-,1.341
2021/01/03,10:00,1.403,-,1.384
2021/01/03,10:06,1.42,-,1.364
2021/01/03,10:12,1.435,-,1.398
2021/01/03,10:18,1.449,-,1.398
2021/01/03,10:24,1.462,-,1.404
2021/01/03,10:30,1.473,-,1.429
2021/01/03,10:36,1.483,-,1.456
2021/01/03,10:42,1.491,-,1.443
2021/01/03,10:48,1.498,-,1.433
2021/01/03,10:54,1.503,-,1.474
2021/01/03,11:00,1.507,-,1.477
2021/01/03,11:06,1.509,-,1.499
2021/01/03,11:12,1.509,-,1.475
2021/01/03,11:18,1.508,-,1.491
2021/01/03,11:24,1.506,-,1.485
2021/01/03,11:30,1.502,-,1.473
2021/01/03,11:36,1.496,-,1.47
2021/01/03,11:42,1.489,-,1.441
2021/01/03,11:48,1.481,-,1.419
2021/01/03,11:54,1.472,-,1.448
2021/01/03,12:00,1.461,-,1.435
2021/01/03,12:06,1.449,-,1.435
2021/01/03,12:12,1.436,-,1.422
2021/01/03,12:18,1.421,-,1.382
2021/01/03,12:24,1.406,-,1.381
2021/01/03,12:30,1.39,-,1.374
2021/01/03,12:36,1.374,-,1.344
2021/01/03,12:42,1.356,-,1.359
2021/01/03,12:48,1.338,-,1.323
2021/01/03,12:54,1.319,-,1.339
2021/01/03,13:00,1.3,-,1.302
2021/01/03,13:06,1.28,-,1.296
2021/01/03,13:12,1.26,-,1.25
2021/01/03,13:18,1.24,-,1.247
2021/01/03,13:24,1.22,-,1.231
2021/01/03,13:30,1.2,-,1.158
2021/01/03,13:36,1.179,-,1.175
2021/01/03,13:42,1.159,-,1.171
2021/01/03,13:48,1.139,-,1.163
2021/01/03,13:54,1.12,-,1.113
2021/01/03,14:00,1.101,-,1.102
2021/01/03,14:06,1.082,-,1.058
2021/01/03,14:12,1.064,-,1.015
2021/01/03,14:18,1.046,-,1.027
2021/01/03,14:24,1.03,-,0.997
2021/01/03,14:30,1.014,-,0.979
2021/01/03,14:36,0.999,-,0.969
2021/01/03,14:42,0.984,-,0.951
2021/01/03,14:48,0.971,-,0.932
2021/01/03,14:54,0.959,-,0.91
2021/01/03,15:00,0.948,-,0.893
2021/01/03,15:06,0.937,-,0.89
2021/01/03,15:12,0.928,-,0.859
2021/01/03,15:18,0.921,-,0.875
2021/01/03,15:24,0.914,-,0.84
2021/01/03,15:30,0.908,-,0.85
2021/01/03,15:36,0.904,-,0.836
2021/01/03,15:42,0.901,-,0.855
2021/01/03,15:48,0.899,-,0.833
2021/01/03,15:54,0.898,-,0.813
2021/01/03,16:00,0.898,-,0.833
2021/01/03,16:06,0.9,-,0.83
2021/01/03,16:12,0.903,-,0.861
2021/01/03,16:18,0.906,-,0.871
2021/01/03,16:24,0.911,-,0.866
2021/01/03,16:30,0.917,-,0.884
2021/01/03,16:36,0.924,-,0.852
2021/01/03,16:42,0.932,-,0.859
2021/01/03,16:48,0.94,-,0.882
2021/01/03,16:54,0.95,-,0.899
2021/01/03,17:00,0.961,-,0.889
2021/01/03,17:06,0.972,-,0.901
2021/01/03,17:12,0.984,-,0.936
2021/01/03,17:18,0.998,-,0.938
2021/01/03,17:24,1.011,-,0.96
