Orden,Periodo,Tipo de periodo
60,5.166666666666667,dia
31,10.0,dia
29,10.689655172413794,dia
62,5.0,dia
59,5.254237288135593,dia
1,10.333333333333334,mes
28,11.071428571428571,dia
61,5.081967213114754,dia
32,9.6875,dia
58,5.344827586206897,dia
