Orden,Periodo,Tipo de periodo
705,1.2425531914893617,hora
366,2.3934426229508197,hora
339,2.584070796460177,hora
706,1.2407932011331444,hora
730,1.2,hora
692,1.2658959537572254,hora
364,2.406593406593407,hora
704,1.2443181818181819,hora
707,1.239038189533239,hora
340,2.5764705882352943,hora
