Date,Time (GMT),Predicted (m),Preliminary (m),Verified (m)
2021/01/08,20:48,1.02,-,1.277
2021/01/08,20:54,1.009,-,1.332
2021/01/08,21:00,0.996,-,1.319
2021/01/08,21:06,0.982,-,1.319
2021/01/08,21:12,0.967,-,1.291
2021/01/08,21:18,0.95,-,1.274
2021/01/08,21:24,0.933,-,1.306
2021/01/08,21:30,0.914,-,1.243
2021/01/08,21:36,0.894,-,1.259
2021/01/08,21:42,0.872,-,1.21
2021/01/08,21:48,0.85,-,1.187
2021/01/08,21:54,0.827,-,1.217
2021/01/08,22:00,0.803,-,1.167
2021/01/08,22:06,0.778,-,1.148
2021/01/08,22:12,0.752,-,1.145
2021/01/08,22:18,0.725,-,1.067
2021/01/08,22:24,0.698,-,1.051
2021/01/08,22:30,0.67,-,1.03
2021/01/08,22:36,0.642,-,1.009
2021/01/08,22:42,0.613,-,0.995
2021/01/08,22:48,0.584,-,0.946
2021/01/08,22:54,0.554,-,0.909
2021/01/08,23:00,0.525,-,0.887
2021/01/08,23:06,0.495,-,0.878
2021/01/08,23:12,0.466,-,0.788
2021/01/08,23:18,0.436,-,0.795
2021/01/08,23:24,0.407,-,0.763
2021/01/08,23:30,0.377,-,0.758
2021/01/08,23:36,0.348,-,0.716
2021/01/08,23:42,0.32,-,0.724
2021/01/08,23:48,0.291,-,0.635
2021/01/08,23:54,0.264,-,0.632
2021/01/09,00:00,0.237,-,0.601
2021/01/09,00:06,0.21,-,0.58
2021/01/09,00:12,0.184,-,0.553
2021/01/09,00:18,0.159,-,0.556
2021/01/09,00:24,0.135,-,0.501
2021/01/09,00:30,0.111,-,0.426
2021/01/09,00:36,0.089,-,0.45
2021/01/09,00:42,0.067,-,0.396
2021/01/09,00:48,0.047,-,0.38
2021/01/09,00:54,0.027,-,0.347
2021/01/09,01:00,0.009,-,0.374
2021/01/09,01:06,-0.008,-,0.336
2021/01/09,01:12,-0.024,-,0.339
2021/01/09,01:18,-0.039,-,0.3
2021/01/09,01:24,-0.052,-,0.32
2021/01/09,01:30,-0.064,-,0.307
2021/01/09,01:36,-0.074,-,0.319
2021/01/09,01:42,-0.083,-,0.262
2021/01/09,01:48,-0.09,-,0.241
2021/01/09,01:54,-0.096,-,0.239
2021/01/09,02:00,-0.1,-,0.236
2021/01/09,02:06,-0.103,-,0.238
2021/01/09,02:12,-0.104,-,0.277
2021/01/09,02:18,-0.103,-,0.29
2021/01/09,02:24,-0.1,-,0.272
2021/01/09,02:30,-0.096,-,0.251
2021/01/09,02:36,-0.09,-,0.271
2021/01/09,02:42,-0.082,-,0.248
2021/01/09,02:48,-0.072,-,0.254
2021/01/09,02:54,-0.06,-,0.285
2021/01/09,03:00,-0.047,-,0.302
2021/01/09,03:06,-0.032,-,0.329
2021/01/09,03:12,-0.015,-,0.362
2021/01/09,03:18,0.003,-,0.393
2021/01/09,03:24,0.024,-,0.404
2021/01/09,03:30,0.045,-,0.458
2021/01/09,03:36,0.069,-,0.458
2021/01/09,03:42,0.093,-,0.501
2021/01/09,03:48,0.12,-,0.537
2021/01/09,03:54,0.147,-,0.563
2021/01/09,04:00,0.176,-,0.568
2021/01/09,04:06,0.206,-,0.615
2021/01/09,04:12,0.237,-,0.619
2021/01/09,04:18,0.269,-,0.621
2021/01/09,04:24,0.302,-,0.68
2021/01/09,04:30,0.335,-,0.703
2021/01/09,04:36,0.37,-,0.736
2021/01/09,04:42,0.405,-,0.773
2021/01/09,04:48,0.44,-,0.801
2021/01/09,04:54,0.476,-,0.827
2021/01/09,05:00,0.512,-,0.872
2021/01/09,05:06,0.548,-,0.907
2021/01/09,05:12,0.584,-,0.939
2021/01/09,05:18,0.62,-,1.01
2021/01/09,05:24,0.656,-,1.044
2021/01/09,05:30,0.692,-,1.06
2021/01/09,05:36,0.727,-,1.123
2021/01/09,05:42,0.762,-,1.158
2021/01/09,05:48,0.796,-,1.179
2021/01/09,05:54,0.83,-,1.203
2021/01/09,06:00,0.864,-,1.23
2021/01/09,06:06,0.896,-,1.229
2021/01/09,06:12,0.928,-,1.291
2021/01/09,06:18,0.959,-,1.334
2021/01/09,06:24,0.99,-,1.37
2021/01/09,06:30,1.019,-,1.432
2021/01/09,06:36,1.048,-,1.429
2021/01/09,06:42,1.075,-,1.453
2021/01/09,06:48,1.102,-,1.454
2021/01/09,06:54,1.127,-,1.508
2021/01/09,07:00,1.152,-,1.568
2021/01/09,07:06,1.175,-,1.586
2021/01/09,07:12,1.197,-,1.636
2021/01/09,07:18,1.219,-,1.66
2021/01/09,07:24,1.238,-,1.665
2021/01/09,07:30,1.257,-,1.681
2021/01/09,07:36,1.274,-,1.691
2021/01/09,07:42,1.291,-,1.683
2021/01/09,07:48,1.305,-,1.717
2021/01/09,07:54,1.319,-,1.75
2021/01/09,08:00,1.331,-,1.731
2021/01/09,08:06,1.342,-,1.751
2021/01/09,08:12,1.351,-,1.747
2021/01/09,08:18,1.359,-,1.764
2021/01/09,08:24,1.365,-,1.773
2021/01/09,08:30,1.37,-,1.779
2021/01/09,08:36,1.373,-,1.803
2021/01/09,08:42,1.375,-,1.796
2021/01/09,08:48,1.375,-,1.77
2021/01/09,08:54,1.374,-,1.766
2021/01/09,09:00,1.37,-,1.764
2021/01/09,09:06,1.366,-,1.761
2021/01/09,09:12,1.359,-,1.743
2021/01/09,09:18,1.351,-,1.743
2021/01/09,09:24,1.341,-,1.738
2021/01/09,09:30,1.33,-,1.742
2021/01/09,09:36,1.317,-,1.75
2021/01/09,09:42,1.302,-,1.709
2021/01/09,09:48,1.286,-,1.707
2021/01/09,09:54,1.269,-,1.702
2021/01/09,10:00,1.249,-,1.66
2021/01/09,10:06,1.229,-,1.626
2021/01/09,10:12,1.207,-,1.614
2021/01/09,10:18,1.183,-,1.586
2021/01/09,10:24,1.158,-,1.58
2021/01/09,10:30,1.132,-,1.571
2021/01/09,10:36,1.105,-,1.551
2021/01/09,10:42,1.077,-,1.505
2021/01/09,10:48,1.048,-,1.466
2021/01/09,10:54,1.017,-,1.429
2021/01/09,11:00,0.986,-,1.404
2021/01/09,11:06,0.954,-,1.379
2021/01/09,11:12,0.922,-,1.341
2021/01/09,11:18,0.889,-,1.325
2021/01/09,11:24,0.855,-,1.3
2021/01/09,11:30,0.821,-,1.282
2021/01/09,11:36,0.787,-,1.238
2021/01/09,11:42,0.752,-,1.196
2021/01/09,11:48,0.717,-,1.167
2021/01/09,11:54,0.682,-,1.128
2021/01/09,12:00,0.647,-,1.109
2021/01/09,12:06,0.612,-,1.091
2021/01/09,12:12,0.577,-,1.056
2021/01/09,12:18,0.543,-,1.016
2021/01/09,12:24,0.509,-,0.971
2021/01/09,12:30,0.475,-,0.948
2021/01/09,12:36,0.441,-,0.957
2021/01/09,12:42,0.409,-,0.93
2021/01/09,12:48,0.376,-,0.891
2021/01/09,12:54,0.345,-,0.864
2021/01/09,13:00,0.314,-,0.837
2021/01/09,13:06,0.284,-,0.818
2021/01/09,13:12,0.254,-,0.803
2021/01/09,13:18,0.226,-,0.799
2021/01/09,13:24,0.199,-,0.747
2021/01/09,13:30,0.173,-,0.709
2021/01/09,13:36,0.147,-,0.693
2021/01/09,13:42,0.123,-,0.683
2021/01/09,13:48,0.101,-,0.668
2021/01/09,13:54,0.079,-,0.649
2021/01/09,14:00,0.059,-,0.624
2021/01/09,14:06,0.041,-,0.598
2021/01/09,14:12,0.024,-,0.581
2021/01/09,14:18,0.008,-,0.566
2021/01/09,14:24,-0.006,-,0.541
2021/01/09,14:30,-0.018,-,0.517
2021/01/09,14:36,-0.029,-,0.506
2021/01/09,14:42,-0.038,-,0.488
2021/01/09,14:48,-0.045,-,0.471
2021/01/09,14:54,-0.05,-,0.473
2021/01/09,15:00,-0.054,-,0.452
2021/01/09,15:06,-0.055,-,0.435
2021/01/09,15:12,-0.055,-,0.442
2021/01/09,15:18,-0.053,-,0.453
2021/01/09,15:24,-0.05,-,0.435
2021/01/09,15:30,-0.044,-,0.468
2021/01/09,15:36,-0.036,-,0.462
2021/01/09,15:42,-0.027,-,0.443
2021/01/09,15:48,-0.016,-,0.449
2021/01/09,15:54,-0.003,-,0.472
2021/01/09,16:00,0.011,-,0.477
2021/01/09,16:06,0.027,-,0.496
2021/01/09,16:12,0.044,-,0.51
2021/01/09,16:18,0.063,-,0.541
2021/01/09,16:24,0.084,-,0.552
2021/01/09,16:30,0.106,-,0.576
2021/01/09,16:36,0.128,-,0.584
2021/01/09,16:42,0.152,-,0.617
2021/01/09,16:48,0.178,-,0.613
2021/01/09,16:54,0.203,-,0.658
2021/01/09,17:00,0.23,-,0.686
2021/01/09,17:06,0.258,-,0.707
2021/01/09,17:12,0.286,-,0.74
2021/01/09,17:18,0.314,-,0.771
2021/01/09,17:24,0.343,-,0.794
2021/01/09,17:30,0.373,-,0.823
2021/01/09,17:36,0.402,-,0.837
2021/01/09,17:42,0.432,-,0.861
2021/01/09,17:48,0.461,-,0.88
2021/01/09,17:54,0.491,-,0.901
2021/01/09,18:00,0.52,-,0.906
2021/01/09,18:06,0.549,-,0.916
2021/01/09,18:12,0.578,-,0.936
2021/01/09,18:18,0.607,-,0.956
2021/01/09,18:24,0.635,-,0.98
2021/01/09,18:30,0.662,-,1.021
2021/01/09,18:36,0.689,-,1.072
2021/01/09,18:42,0.715,-,1.084
2021/01/09,18:48,0.74,-,1.117
2021/01/09,18:54,0.765,-,1.143
2021/01/09,19:00,0.789,-,1.165
2021/01/09,19:06,0.812,-,1.163
2021/01/09,19:12,0.835,-,1.181
2021/01/09,19:18,0.856,-,1.209
2021/01/09,19:24,0.877,-,1.227
2021/01/09,19:30,0.896,-,1.268
2021/01/09,19:36,0.915,-,1.285
2021/01/09,19:42,0.932,-,1.306
2021/01/09,19:48,0.949,-,1.336
2021/01/09,19:54,0.964,-,1.332
2021/01/09,20:00,0.979,-,1.36
2021/01/09,20:06,0.992,-,1.37
2021/01/09,20:12,1.004,-,1.376
2021/01/09,20:18,1.015,-,1.395
2021/01/09,20:24,1.025,-,1.398
2021/01/09,20:30,1.034,-,1.403
2021/01/09,20:36,1.041,-,1.43
2021/01/09,20:42,1.047,-,1.456
2021/01/09,20:48,1.052,-,1.47
2021/01/09,20:54,1.055,-,1.472
2021/01/09,21:00,1.057,-,1.465
2021/01/09,21:06,1.057,-,1.445
2021/01/09,21:12,1.057,-,1.445
2021/01/09,21:18,1.054,-,1.446
2021/01/09,21:24,1.051,-,1.454
2021/01/09,21:30,1.046,-,1.466
2021/01/09,21:36,1.039,-,1.466
2021/01/09,21:42,1.031,-,1.461
2021/01/09,21:48,1.021,-,1.47
2021/01/09,21:54,1.01,-,1.465
2021/01/09,22:00,0.998,-,1.443
2021/01/09,22:06,0.984,-,1.441
2021/01/09,22:12,0.969,-,1.425
2021/01/09,22:18,0.952,-,1.407
2021/01/09,22:24,0.934,-,1.391
2021/01/09,22:30,0.915,-,1.38
2021/01/09,22:36,0.895,-,1.349
2021/01/09,22:42,0.873,-,1.345
2021/01/09,22:48,0.851,-,1.322
2021/01/09,22:54,0.827,-,1.297
2021/01/09,23:00,0.802,-,1.259
2021/01/09,23:06,0.776,-,1.214
2021/01/09,23:12,0.75,-,1.198
2021/01/09,23:18,0.722,-,1.162
2021/01/09,23:24,0.694,-,1.111
2021/01/09,23:30,0.666,-,1.089
2021/01/09,23:36,0.637,-,1.067
2021/01/09,23:42,0.607,-,1.03
2021/01/09,23:48,0.577,-,1.007
2021/01/09,23:54,0.547,-,0.945
2021/01/10,00:00,0.516,-,0.916
2021/01/10,00:06,0.485,-,0.906
2021/01/10,00:12,0.455,-,0.874
2021/01/10,00:18,0.424,-,0.825
2021/01/10,00:24,0.394,-,0.79
2021/01/10,00:30,0.363,-,0.741
2021/01/10,00:36,0.333,-,0.732
2021/01/10,00:42,0.304,-,0.712
2021/01/10,00:48,0.274,-,0.694
2021/01/10,00:54,0.246,-,0.649
2021/01/10,01:00,0.217,-,0.622
2021/01/10,01:06,0.19,-,0.601
2021/01/10,01:12,0.163,-,0.559
2021/01/10,01:18,0.137,-,0.525
2021/01/10,01:24,0.111,-,0.514
2021/01/10,01:30,0.087,-,0.499
2021/01/10,01:36,0.063,-,0.46
2021/01/10,01:42,0.041,-,0.431
2021/01/10,01:48,0.019,-,0.404
2021/01/10,01:54,-0.001,-,0.399
2021/01/10,02:00,-0.02,-,0.379
2021/01/10,02:06,-0.038,-,0.341
2021/01/10,02:12,-0.054,-,0.338
2021/01/10,02:18,-0.07,-,0.329
2021/01/10,02:24,-0.083,-,0.317
2021/01/10,02:30,-0.095,-,0.312
2021/01/10,02:36,-0.106,-,0.282
2021/01/10,02:42,-0.115,-,0.279
2021/01/10,02:48,-0.122,-,0.278
2021/01/10,02:54,-0.128,-,0.285
2021/01/10,03:00,-0.132,-,0.257
2021/01/10,03:06,-0.134,-,0.251
2021/01/10,03:12,-0.134,-,0.257
2021/01/10,03:18,-0.133,-,0.262
2021/01/10,03:24,-0.129,-,0.244
2021/01/10,03:30,-0.124,-,0.25
2021/01/10,03:36,-0.116,-,0.262
2021/01/10,03:42,-0.107,-,0.26
2021/01/10,03:48,-0.096,-,0.264
2021/01/10,03:54,-0.083,-,0.283
2021/01/10,04:00,-0.068,-,0.302
2021/01/10,04:06,-0.051,-,0.33
2021/01/10,04:12,-0.032,-,0.343
2021/01/10,04:18,-0.012,-,0.341
2021/01/10,04:24,0.01,-,0.371
2021/01/10,04:30,0.034,-,0.404
2021/01/10,04:36,0.06,-,0.435
2021/01/10,04:42,0.087,-,0.458
2021/01/10,04:48,0.115,-,0.488
2021/01/10,04:54,0.145,-,0.514
2021/01/10,05:00,0.177,-,0.537
2021/01/10,05:06,0.209,-,0.567
2021/01/10,05:12,0.243,-,0.603
2021/01/10,05:18,0.277,-,0.636
2021/01/10,05:24,0.313,-,0.657
2021/01/10,05:30,0.349,-,0.69
2021/01/10,05:36,0.386,-,0.722
2021/01/10,05:42,0.423,-,0.767
2021/01/10,05:48,0.461,-,0.797
2021/01/10,05:54,0.499,-,0.842
2021/01/10,06:00,0.538,-,0.877
2021/01/10,06:06,0.576,-,0.936
2021/01/10,06:12,0.615,-,0.966
2021/01/10,06:18,0.653,-,1.007
2021/01/10,06:24,0.692,-,1.056
2021/01/10,06:30,0.73,-,1.075
2021/01/10,06:36,0.768,-,1.099
2021/01/10,06:42,0.805,-,1.135
2021/01/10,06:48,0.842,-,1.188
2021/01/10,06:54,0.878,-,1.218
2021/01/10,07:00,0.914,-,1.269
2021/01/10,07:06,0.949,-,1.301
2021/01/10,07:12,0.983,-,1.321
2021/01/10,07:18,1.017,-,1.354
2021/01/10,07:24,1.049,-,1.394
2021/01/10,07:30,1.081,-,1.411
2021/01/10,07:36,1.111,-,1.44
2021/01/10,07:42,1.141,-,1.472
2021/01/10,07:48,1.169,-,1.494
2021/01/10,07:54,1.197,-,1.517
2021/01/10,08:00,1.223,-,1.521
2021/01/10,08:06,1.248,-,1.551
2021/01/10,08:12,1.272,-,1.577
2021/01/10,08:18,1.295,-,1.609
2021/01/10,08:24,1.317,-,1.609
2021/01/10,08:30,1.337,-,1.64
2021/01/10,08:36,1.355,-,1.664
2021/01/10,08:42,1.373,-,1.688
2021/01/10,08:48,1.388,-,1.703
2021/01/10,08:54,1.403,-,1.725
2021/01/10,09:00,1.416,-,1.731
2021/01/10,09:06,1.427,-,1.737
2021/01/10,09:12,1.436,-,1.749
2021/01/10,09:18,1.444,-,1.767
2021/01/10,09:24,1.451,-,1.763
2021/01/10,09:30,1.455,-,1.758
2021/01/10,09:36,1.458,-,1.758
2021/01/10,09:42,1.46,-,1.767
2021/01/10,09:48,1.459,-,1.775
2021/01/10,09:54,1.457,-,1.753
2021/01/10,10:00,1.452,-,1.732
2021/01/10,10:06,1.446,-,1.735
2021/01/10,10:12,1.438,-,1.734
2021/01/10,10:18,1.429,-,1.713
2021/01/10,10:24,1.417,-,1.703
2021/01/10,10:30,1.404,-,1.683
2021/01/10,10:36,1.389,-,1.665
2021/01/10,10:42,1.372,-,1.655
2021/01/10,10:48,1.354,-,1.637
2021/01/10,10:54,1.334,-,1.645
2021/01/10,11:00,1.312,-,1.619
2021/01/10,11:06,1.289,-,1.61
2021/01/10,11:12,1.264,-,1.582
2021/01/10,11:18,1.238,-,1.551
2021/01/10,11:24,1.21,-,1.512
2021/01/10,11:30,1.181,-,1.494
2021/01/10,11:36,1.151,-,1.471
2021/01/10,11:42,1.12,-,1.448
2021/01/10,11:48,1.088,-,1.43
2021/01/10,11:54,1.054,-,1.393
2021/01/10,12:00,1.02,-,1.371
2021/01/10,12:06,0.985,-,1.346
2021/01/10,12:12,0.949,-,1.306
2021/01/10,12:18,0.913,-,1.278
2021/01/10,12:24,0.876,-,1.23
2021/01/10,12:30,0.839,-,1.187
2021/01/10,12:36,0.801,-,1.144
2021/01/10,12:42,0.763,-,1.115
2021/01/10,12:48,0.725,-,1.086
2021/01/10,12:54,0.687,-,1.059
2021/01/10,13:00,0.648,-,1.014
2021/01/10,13:06,0.61,-,0.982
2021/01/10,13:12,0.572,-,0.944
2021/01/10,13:18,0.535,-,0.912
2021/01/10,13:24,0.497,-,0.875
2021/01/10,13:30,0.46,-,0.812
2021/01/10,13:36,0.424,-,0.776
2021/01/10,13:42,0.388,-,0.75
2021/01/10,13:48,0.352,-,0.717
2021/01/10,13:54,0.318,-,0.676
2021/01/10,14:00,0.284,-,0.668
2021/01/10,14:06,0.251,-,0.621
2021/01/10,14:12,0.219,-,0.561
2021/01/10,14:18,0.188,-,0.542
2021/01/10,14:24,0.158,-,0.516
2021/01/10,14:30,0.129,-,0.489
2021/01/10,14:36,0.101,-,0.477
2021/01/10,14:42,0.075,-,0.447
2021/01/10,14:48,0.05,-,0.43
2021/01/10,14:54,0.027,-,0.396
2021/01/10,15:00,0.005,-,0.386
2021/01/10,15:06,-0.016,-,0.339
2021/01/10,15:12,-0.034,-,0.3
2021/01/10,15:18,-0.051,-,0.272
2021/01/10,15:24,-0.067,-,0.245
2021/01/10,15:30,-0.08,-,0.247
2021/01/10,15:36,-0.092,-,0.244
2021/01/10,15:42,-0.102,-,0.217
2021/01/10,15:48,-0.109,-,0.209
2021/01/10,15:54,-0.115,-,0.19
2021/01/10,16:00,-0.119,-,0.171
2021/01/10,16:06,-0.121,-,0.159
2021/01/10,16:12,-0.121,-,0.181
2021/01/10,16:18,-0.119,-,0.178
2021/01/10,16:24,-0.115,-,0.185
2021/01/10,16:30,-0.109,-,0.181
2021/01/10,16:36,-0.101,-,0.213
2021/01/10,16:42,-0.091,-,0.222
2021/01/10,16:48,-0.079,-,0.22
2021/01/10,16:54,-0.066,-,0.237
2021/01/10,17:00,-0.05,-,0.26
2021/01/10,17:06,-0.033,-,0.295
2021/01/10,17:12,-0.015,-,0.285
2021/01/10,17:18,0.006,-,0.308
2021/01/10,17:24,0.027,-,0.305
2021/01/10,17:30,0.05,-,0.322
2021/01/10,17:36,0.075,-,0.335
2021/01/10,17:42,0.1,-,0.364
2021/01/10,17:48,0.127,-,0.38
2021/01/10,17:54,0.154,-,0.422
2021/01/10,18:00,0.182,-,0.442
2021/01/10,18:06,0.211,-,0.484
2021/01/10,18:12,0.241,-,0.5
2021/01/10,18:18,0.271,-,0.501
2021/01/10,18:24,0.302,-,0.54
2021/01/10,18:30,0.333,-,0.571
2021/01/10,18:36,0.364,-,0.621
2021/01/10,18:42,0.395,-,0.662
2021/01/10,18:48,0.427,-,0.701
2021/01/10,18:54,0.458,-,0.725
2021/01/10,19:00,0.489,-,0.76
2021/01/10,19:06,0.52,-,0.818
2021/01/10,19:12,0.55,-,0.848
2021/01/10,19:18,0.581,-,0.884
2021/01/10,19:24,0.61,-,0.904
2021/01/10,19:30,0.64,-,0.932
2021/01/10,19:36,0.668,-,0.978
2021/01/10,19:42,0.696,-,1.01
2021/01/10,19:48,0.724,-,1.016
2021/01/10,19:54,0.75,-,1.036
2021/01/10,20:00,0.776,-,1.061
2021/01/10,20:06,0.801,-,1.112
2021/01/10,20:12,0.825,-,1.121
2021/01/10,20:18,0.848,-,1.136
2021/01/10,20:24,0.871,-,1.179
2021/01/10,20:30,0.892,-,1.19
2021/01/10,20:36,0.913,-,1.201
2021/01/10,20:42,0.932,-,1.218
2021/01/10,20:48,0.95,-,1.243
2021/01/10,20:54,0.967,-,1.262
2021/01/10,21:00,0.983,-,1.275
2021/01/10,21:06,0.998,-,1.29
2021/01/10,21:12,1.011,-,1.337
2021/01/10,21:18,1.023,-,1.35
2021/01/10,21:24,1.034,-,1.339
2021/01/10,21:30,1.044,-,1.359
2021/01/10,21:36,1.052,-,1.365
2021/01/10,21:42,1.059,-,1.377
2021/01/10,21:48,1.064,-,1.397
2021/01/10,21:54,1.068,-,1.403
2021/01/10,22:00,1.071,-,1.399
2021/01/10,22:06,1.071,-,1.421
2021/01/10,22:12,1.071,-,1.466
2021/01/10,22:18,1.068,-,1.428
2021/01/10,22:24,1.065,-,1.413
2021/01/10,22:30,1.059,-,1.401
2021/01/10,22:36,1.052,-,1.378
2021/01/10,22:42,1.044,-,1.38
2021/01/10,22:48,1.034,-,1.368
2021/01/10,22:54,1.022,-,1.36
2021/01/10,23:00,1.009,-,1.338
2021/01/10,23:06,0.994,-,1.319
2021/01/10,23:12,0.978,-,1.311
2021/01/10,23:18,0.96,-,1.286
2021/01/10,23:24,0.941,-,1.254
2021/01/10,23:30,0.921,-,1.257
2021/01/10,23:36,0.899,-,1.23
2021/01/10,23:42,0.876,-,1.198
2021/01/10,23:48,0.852,-,1.184
2021/01/10,23:54,0.827,-,1.158
2021/01/11,00:00,0.801,-,1.134
2021/01/11,00:06,0.774,-,1.099
2021/01/11,00:12,0.746,-,1.059
2021/01/11,00:18,0.717,-,1.042
2021/01/11,00:24,0.688,-,1.002
2021/01/11,00:30,0.658,-,0.966
2021/01/11,00:36,0.627,-,0.954
2021/01/11,00:42,0.596,-,0.917
2021/01/11,00:48,0.564,-,0.889
2021/01/11,00:54,0.533,-,0.841
2021/01/11,01:00,0.501,-,0.788
2021/01/11,01:06,0.469,-,0.736
2021/01/11,01:12,0.437,-,0.711
2021/01/11,01:18,0.405,-,0.683
2021/01/11,01:24,0.373,-,0.678
2021/01/11,01:30,0.341,-,0.652
2021/01/11,01:36,0.31,-,0.617
2021/01/11,01:42,0.279,-,0.584
2021/01/11,01:48,0.249,-,0.554
2021/01/11,01:54,0.219,-,0.498
2021/01/11,02:00,0.189,-,0.506
2021/01/11,02:06,0.161,-,0.468
2021/01/11,02:12,0.133,-,0.427
2021/01/11,02:18,0.106,-,0.427
2021/01/11,02:24,0.079,-,0.39
2021/01/11,02:30,0.054,-,0.358
2021/01/11,02:36,0.03,-,0.332
2021/01/11,02:42,0.007,-,0.311
2021/01/11,02:48,-0.015,-,0.295
2021/01/11,02:54,-0.036,-,0.294
2021/01/11,03:00,-0.055,-,0.278
2021/01/11,03:06,-0.073,-,0.251
2021/01/11,03:12,-0.09,-,0.236
2021/01/11,03:18,-0.105,-,0.222
2021/01/11,03:24,-0.119,-,0.207
2021/01/11,03:30,-0.131,-,0.211
2021/01/11,03:36,-0.141,-,0.195
2021/01/11,03:42,-0.149,-,0.174
2021/01/11,03:48,-0.156,-,0.134
2021/01/11,03:54,-0.161,-,0.145
2021/01/11,04:00,-0.163,-,0.138
2021/01/11,04:06,-0.164,-,0.146
2021/01/11,04:12,-0.163,-,0.151
2021/01/11,04:18,-0.16,-,0.153
2021/01/11,04:24,-0.155,-,0.164
2021/01/11,04:30,-0.148,-,0.159
2021/01/11,04:36,-0.139,-,0.164
2021/01/11,04:42,-0.128,-,0.161
2021/01/11,04:48,-0.114,-,0.165
2021/01/11,04:54,-0.099,-,0.222
2021/01/11,05:00,-0.082,-,0.22
2021/01/11,05:06,-0.063,-,0.236
2021/01/11,05:12,-0.042,-,0.271
2021/01/11,05:18,-0.019,-,0.295
2021/01/11,05:24,0.006,-,0.329
2021/01/11,05:30,0.033,-,0.348
2021/01/11,05:36,0.061,-,0.362
2021/01/11,05:42,0.091,-,0.389
2021/01/11,05:48,0.122,-,0.418
2021/01/11,05:54,0.155,-,0.444
2021/01/11,06:00,0.188,-,0.472
2021/01/11,06:06,0.224,-,0.508
2021/01/11,06:12,0.26,-,0.525
2021/01/11,06:18,0.297,-,0.56
2021/01/11,06:24,0.335,-,0.597
2021/01/11,06:30,0.374,-,0.634
2021/01/11,06:36,0.413,-,0.66
2021/01/11,06:42,0.453,-,0.714
2021/01/11,06:48,0.493,-,0.736
2021/01/11,06:54,0.534,-,0.782
2021/01/11,07:00,0.575,-,0.841
2021/01/11,07:06,0.616,-,0.878
2021/01/11,07:12,0.656,-,0.908
2021/01/11,07:18,0.697,-,0.937
2021/01/11,07:24,0.738,-,0.975
2021/01/11,07:30,0.778,-,1.033
2021/01/11,07:36,0.818,-,1.058
2021/01/11,07:42,0.857,-,1.11
2021/01/11,07:48,0.896,-,1.151
2021/01/11,07:54,0.934,-,1.187
2021/01/11,08:00,0.971,-,1.227
2021/01/11,08:06,1.008,-,1.261
2021/01/11,08:12,1.044,-,1.327
2021/01/11,08:18,1.079,-,1.34
2021/01/11,08:24,1.113,-,1.407
2021/01/11,08:30,1.146,-,1.461
2021/01/11,08:36,1.177,-,1.47
2021/01/11,08:42,1.208,-,1.465
2021/01/11,08:48,1.238,-,1.486
2021/01/11,08:54,1.266,-,1.53
2021/01/11,09:00,1.294,-,1.52
2021/01/11,09:06,1.32,-,1.551
2021/01/11,09:12,1.344,-,1.577
2021/01/11,09:18,1.367,-,1.594
2021/01/11,09:24,1.389,-,1.579
2021/01/11,09:30,1.41,-,1.615
2021/01/11,09:36,1.428,-,1.639
2021/01/11,09:42,1.446,-,1.645
2021/01/11,09:48,1.461,-,1.657
2021/01/11,09:54,1.475,-,1.654
2021/01/11,10:00,1.487,-,1.673
2021/01/11,10:06,1.498,-,1.681
2021/01/11,10:12,1.507,-,1.7
2021/01/11,10:18,1.514,-,1.682
2021/01/11,10:24,1.519,-,1.687
2021/01/11,10:30,1.522,-,1.675
2021/01/11,10:36,1.523,-,1.693
2021/01/11,10:42,1.523,-,1.674
2021/01/11,10:48,1.52,-,1.705
2021/01/11,10:54,1.516,-,1.696
2021/01/11,11:00,1.51,-,1.707
2021/01/11,11:06,1.501,-,1.711
2021/01/11,11:12,1.491,-,1.692
2021/01/11,11:18,1.479,-,1.682
2021/01/11,11:24,1.465,-,1.682
2021/01/11,11:30,1.449,-,1.652
2021/01/11,11:36,1.431,-,1.634
2021/01/11,11:42,1.411,-,1.632
2021/01/11,11:48,1.39,-,1.618
2021/01/11,11:54,1.366,-,1.59
2021/01/11,12:00,1.342,-,1.566
2021/01/11,12:06,1.315,-,1.527
2021/01/11,12:12,1.287,-,1.502
2021/01/11,12:18,1.258,-,1.493
2021/01/11,12:24,1.227,-,1.484
2021/01/11,12:30,1.195,-,1.451
2021/01/11,12:36,1.162,-,1.432
2021/01/11,12:42,1.127,-,1.401
2021/01/11,12:48,1.092,-,1.363
2021/01/11,12:54,1.055,-,1.323
2021/01/11,13:00,1.018,-,1.307
2021/01/11,13:06,0.98,-,1.27
2021/01/11,13:12,0.941,-,1.232
2021/01/11,13:18,0.902,-,1.195
2021/01/11,13:24,0.862,-,1.155
2021/01/11,13:30,0.822,-,1.085
2021/01/11,13:36,0.781,-,1.047
2021/01/11,13:42,0.74,-,1.016
2021/01/11,13:48,0.699,-,0.971
2021/01/11,13:54,0.659,-,0.933
2021/01/11,14:00,0.618,-,0.878
2021/01/11,14:06,0.577,-,0.835
2021/01/11,14:12,0.537,-,0.789
2021/01/11,14:18,0.497,-,0.775
2021/01/11,14:24,0.457,-,0.718
2021/01/11,14:30,0.418,-,0.671
2021/01/11,14:36,0.379,-,0.642
