Date,Time (GMT),Predicted (m),Preliminary (m),Verified (m)
2021/01/15,19:12,-0.04,-,0.371
2021/01/15,19:18,-0.06,-,0.343
2021/01/15,19:24,-0.079,-,0.328
2021/01/15,19:30,-0.095,-,0.312
2021/01/15,19:36,-0.11,-,0.303
2021/01/15,19:42,-0.123,-,0.292
2021/01/15,19:48,-0.134,-,0.294
2021/01/15,19:54,-0.144,-,0.3
2021/01/15,20:00,-0.151,-,0.299
2021/01/15,20:06,-0.157,-,0.295
2021/01/15,20:12,-0.16,-,0.301
2021/01/15,20:18,-0.162,-,0.296
2021/01/15,20:24,-0.161,-,0.32
2021/01/15,20:30,-0.159,-,0.304
2021/01/15,20:36,-0.154,-,0.319
2021/01/15,20:42,-0.147,-,0.32
2021/01/15,20:48,-0.139,-,0.334
2021/01/15,20:54,-0.128,-,0.34
2021/01/15,21:00,-0.116,-,0.329
2021/01/15,21:06,-0.102,-,0.352
2021/01/15,21:12,-0.086,-,0.378
2021/01/15,21:18,-0.068,-,0.399
2021/01/15,21:24,-0.049,-,0.434
2021/01/15,21:30,-0.028,-,0.486
2021/01/15,21:36,-0.006,-,0.503
2021/01/15,21:42,0.018,-,0.524
2021/01/15,21:48,0.043,-,0.493
2021/01/15,21:54,0.07,-,0.533
2021/01/15,22:00,0.097,-,0.553
2021/01/15,22:06,0.126,-,0.582
2021/01/15,22:12,0.155,-,0.624
2021/01/15,22:18,0.185,-,0.624
2021/01/15,22:24,0.216,-,0.689
2021/01/15,22:30,0.248,-,0.731
2021/01/15,22:36,0.279,-,0.723
2021/01/15,22:42,0.312,-,0.792
2021/01/15,22:48,0.344,-,0.837
2021/01/15,22:54,0.377,-,0.875
2021/01/15,23:00,0.409,-,0.921
2021/01/15,23:06,0.442,-,0.978
2021/01/15,23:12,0.475,-,0.99
2021/01/15,23:18,0.507,-,1.019
2021/01/15,23:24,0.539,-,1.037
2021/01/15,23:30,0.57,-,1.08
2021/01/15,23:36,0.602,-,1.095
2021/01/15,23:42,0.632,-,1.138
2021/01/15,23:48,0.662,-,1.143
2021/01/15,23:54,0.692,-,1.205
2021/01/16,00:00,0.72,-,1.22
2021/01/16,00:06,0.748,-,1.257
2021/01/16,00:12,0.775,-,1.274
2021/01/16,00:18,0.802,-,1.3
2021/01/16,00:24,0.827,-,1.34
2021/01/16,00:30,0.851,-,1.358
2021/01/16,00:36,0.875,-,1.385
2021/01/16,00:42,0.897,-,1.457
2021/01/16,00:48,0.919,-,1.416
2021/01/16,00:54,0.939,-,1.438
2021/01/16,01:00,0.958,-,1.47
2021/01/16,01:06,0.976,-,1.455
2021/01/16,01:12,0.992,-,1.508
2021/01/16,01:18,1.008,-,1.54
2021/01/16,01:24,1.022,-,1.555
2021/01/16,01:30,1.035,-,1.544
2021/01/16,01:36,1.046,-,1.559
2021/01/16,01:42,1.056,-,1.562
2021/01/16,01:48,1.065,-,1.568
2021/01/16,01:54,1.072,-,1.524
2021/01/16,02:00,1.078,-,1.55
2021/01/16,02:06,1.082,-,1.586
2021/01/16,02:12,1.084,-,1.583
2021/01/16,02:18,1.086,-,1.63
2021/01/16,02:24,1.085,-,1.61
2021/01/16,02:30,1.083,-,1.569
2021/01/16,02:36,1.08,-,1.552
2021/01/16,02:42,1.075,-,1.562
2021/01/16,02:48,1.068,-,1.57
2021/01/16,02:54,1.06,-,1.602
2021/01/16,03:00,1.05,-,1.567
2021/01/16,03:06,1.039,-,1.538
2021/01/16,03:12,1.026,-,1.506
2021/01/16,03:18,1.012,-,1.501
2021/01/16,03:24,0.996,-,1.51
2021/01/16,03:30,0.979,-,1.509
2021/01/16,03:36,0.961,-,1.46
2021/01/16,03:42,0.941,-,1.477
2021/01/16,03:48,0.92,-,1.457
2021/01/16,03:54,0.898,-,1.417
2021/01/16,04:00,0.876,-,1.416
2021/01/16,04:06,0.852,-,1.416
2021/01/16,04:12,0.827,-,1.345
2021/01/16,04:18,0.801,-,1.343
2021/01/16,04:24,0.774,-,1.341
2021/01/16,04:30,0.747,-,1.319
2021/01/16,04:36,0.72,-,1.298
2021/01/16,04:42,0.691,-,1.285
2021/01/16,04:48,0.662,-,1.254
2021/01/16,04:54,0.633,-,1.211
2021/01/16,05:00,0.604,-,1.185
2021/01/16,05:06,0.575,-,1.144
2021/01/16,05:12,0.545,-,1.16
2021/01/16,05:18,0.515,-,1.122
2021/01/16,05:24,0.486,-,1.08
2021/01/16,05:30,0.456,-,1.054
2021/01/16,05:36,0.427,-,0.991
2021/01/16,05:42,0.398,-,0.974
2021/01/16,05:48,0.369,-,0.955
2021/01/16,05:54,0.34,-,0.896
2021/01/16,06:00,0.313,-,0.815
2021/01/16,06:06,0.285,-,0.791
2021/01/16,06:12,0.258,-,0.764
2021/01/16,06:18,0.232,-,0.802
2021/01/16,06:24,0.207,-,0.732
2021/01/16,06:30,0.182,-,0.688
2021/01/16,06:36,0.158,-,0.657
2021/01/16,06:42,0.135,-,0.626
2021/01/16,06:48,0.113,-,0.621
2021/01/16,06:54,0.092,-,0.633
2021/01/16,07:00,0.073,-,0.632
2021/01/16,07:06,0.054,-,0.583
2021/01/16,07:12,0.036,-,0.595
2021/01/16,07:18,0.02,-,0.526
2021/01/16,07:24,0.005,-,0.488
2021/01/16,07:30,-0.009,-,0.449
2021/01/16,07:36,-0.021,-,0.387
2021/01/16,07:42,-0.032,-,0.421
2021/01/16,07:48,-0.041,-,0.463
2021/01/16,07:54,-0.049,-,0.435
2021/01/16,08:00,-0.055,-,0.407
2021/01/16,08:06,-0.059,-,0.454
2021/01/16,08:12,-0.062,-,0.464
2021/01/16,08:18,-0.063,-,0.467
2021/01/16,08:24,-0.062,-,0.478
2021/01/16,08:30,-0.059,-,0.463
2021/01/16,08:36,-0.055,-,0.466
2021/01/16,08:42,-0.048,-,0.503
2021/01/16,08:48,-0.04,-,0.525
2021/01/16,08:54,-0.03,-,0.532
2021/01/16,09:00,-0.018,-,0.534
2021/01/16,09:06,-0.004,-,0.508
2021/01/16,09:12,0.011,-,0.547
2021/01/16,09:18,0.029,-,0.553
2021/01/16,09:24,0.048,-,0.562
2021/01/16,09:30,0.069,-,0.625
2021/01/16,09:36,0.092,-,0.592
2021/01/16,09:42,0.116,-,0.557
2021/01/16,09:48,0.141,-,0.625
2021/01/16,09:54,0.168,-,0.692
2021/01/16,10:00,0.197,-,0.762
2021/01/16,10:06,0.227,-,0.749
2021/01/16,10:12,0.257,-,0.752
2021/01/16,10:18,0.289,-,0.762
2021/01/16,10:24,0.322,-,0.816
2021/01/16,10:30,0.356,-,0.866
2021/01/16,10:36,0.391,-,0.936
2021/01/16,10:42,0.426,-,0.895
2021/01/16,10:48,0.461,-,0.972
2021/01/16,10:54,0.497,-,1.044
2021/01/16,11:00,0.534,-,1.062
2021/01/16,11:06,0.57,-,1.095
2021/01/16,11:12,0.607,-,1.088
2021/01/16,11:18,0.644,-,1.124
2021/01/16,11:24,0.68,-,1.213
2021/01/16,11:30,0.717,-,1.267
2021/01/16,11:36,0.753,-,1.356
2021/01/16,11:42,0.789,-,1.383
2021/01/16,11:48,0.824,-,1.382
2021/01/16,11:54,0.858,-,1.473
2021/01/16,12:00,0.892,-,1.484
2021/01/16,12:06,0.926,-,1.466
2021/01/16,12:12,0.958,-,1.61
2021/01/16,12:18,0.99,-,1.592
2021/01/16,12:24,1.021,-,1.615
2021/01/16,12:30,1.051,-,1.696
2021/01/16,12:36,1.08,-,1.782
2021/01/16,12:42,1.108,-,1.815
2021/01/16,12:48,1.134,-,1.849
2021/01/16,12:54,1.16,-,1.86
2021/01/16,13:00,1.184,-,1.839
2021/01/16,13:06,1.208,-,1.863
2021/01/16,13:12,1.23,-,1.849
2021/01/16,13:18,1.25,-,1.894
2021/01/16,13:24,1.269,-,1.878
2021/01/16,13:30,1.287,-,1.893
2021/01/16,13:36,1.304,-,1.903
2021/01/16,13:42,1.319,-,1.877
2021/01/16,13:48,1.332,-,1.886
2021/01/16,13:54,1.344,-,1.904
2021/01/16,14:00,1.355,-,1.946
2021/01/16,14:06,1.364,-,1.959
2021/01/16,14:12,1.371,-,1.941
2021/01/16,14:18,1.376,-,1.913
2021/01/16,14:24,1.38,-,1.925
2021/01/16,14:30,1.382,-,1.94
2021/01/16,14:36,1.383,-,1.942
2021/01/16,14:42,1.382,-,1.933
2021/01/16,14:48,1.379,-,1.921
2021/01/16,14:54,1.374,-,1.905
2021/01/16,15:00,1.367,-,1.874
2021/01/16,15:06,1.359,-,1.882
2021/01/16,15:12,1.349,-,1.891
2021/01/16,15:18,1.338,-,1.831
2021/01/16,15:24,1.324,-,1.748
2021/01/16,15:30,1.309,-,1.794
2021/01/16,15:36,1.292,-,1.783
2021/01/16,15:42,1.274,-,1.728
2021/01/16,15:48,1.254,-,1.719
2021/01/16,15:54,1.233,-,1.726
2021/01/16,16:00,1.21,-,1.738
2021/01/16,16:06,1.186,-,1.708
2021/01/16,16:12,1.16,-,1.66
2021/01/16,16:18,1.134,-,1.635
2021/01/16,16:24,1.106,-,1.619
2021/01/16,16:30,1.076,-,1.586
2021/01/16,16:36,1.046,-,1.571
2021/01/16,16:42,1.015,-,1.593
2021/01/16,16:48,0.983,-,1.548
2021/01/16,16:54,0.951,-,1.519
2021/01/16,17:00,0.917,-,1.449
2021/01/16,17:06,0.883,-,1.437
2021/01/16,17:12,0.849,-,1.404
2021/01/16,17:18,0.814,-,1.395
2021/01/16,17:24,0.779,-,1.341
2021/01/16,17:30,0.743,-,1.298
2021/01/16,17:36,0.708,-,1.213
2021/01/16,17:42,0.672,-,1.196
2021/01/16,17:48,0.636,-,1.116
2021/01/16,17:54,0.601,-,1.096
2021/01/16,18:00,0.565,-,1.068
2021/01/16,18:06,0.53,-,1.029
2021/01/16,18:12,0.495,-,0.97
2021/01/16,18:18,0.461,-,0.862
2021/01/16,18:24,0.426,-,0.824
2021/01/16,18:30,0.393,-,0.822
2021/01/16,18:36,0.36,-,0.821
2021/01/16,18:42,0.328,-,0.748
2021/01/16,18:48,0.296,-,0.725
2021/01/16,18:54,0.265,-,0.704
2021/01/16,19:00,0.235,-,0.659
2021/01/16,19:06,0.206,-,0.647
2021/01/16,19:12,0.177,-,0.626
2021/01/16,19:18,0.15,-,0.568
2021/01/16,19:24,0.124,-,0.563
2021/01/16,19:30,0.099,-,0.522
2021/01/16,19:36,0.075,-,0.482
2021/01/16,19:42,0.052,-,0.499
2021/01/16,19:48,0.03,-,0.475
2021/01/16,19:54,0.01,-,0.476
2021/01/16,20:00,-0.008,-,0.467
2021/01/16,20:06,-0.026,-,0.432
2021/01/16,20:12,-0.041,-,0.402
2021/01/16,20:18,-0.055,-,0.447
2021/01/16,20:24,-0.068,-,0.374
2021/01/16,20:30,-0.079,-,0.323
2021/01/16,20:36,-0.088,-,0.37
2021/01/16,20:42,-0.096,-,0.365
2021/01/16,20:48,-0.101,-,0.366
2021/01/16,20:54,-0.105,-,0.367
2021/01/16,21:00,-0.107,-,0.355
2021/01/16,21:06,-0.108,-,0.371
2021/01/16,21:12,-0.106,-,0.375
2021/01/16,21:18,-0.103,-,0.349
2021/01/16,21:24,-0.098,-,0.335
2021/01/16,21:30,-0.09,-,0.397
2021/01/16,21:36,-0.082,-,0.401
2021/01/16,21:42,-0.071,-,0.394
2021/01/16,21:48,-0.059,-,0.403
2021/01/16,21:54,-0.045,-,0.413
2021/01/16,22:00,-0.029,-,0.458
2021/01/16,22:06,-0.012,-,0.451
2021/01/16,22:12,0.007,-,0.456
2021/01/16,22:18,0.027,-,0.472
2021/01/16,22:24,0.049,-,0.494
2021/01/16,22:30,0.072,-,0.521
2021/01/16,22:36,0.096,-,0.568
2021/01/16,22:42,0.121,-,0.57
2021/01/16,22:48,0.147,-,0.597
2021/01/16,22:54,0.174,-,0.62
2021/01/16,23:00,0.202,-,0.635
2021/01/16,23:06,0.231,-,0.613
2021/01/16,23:12,0.26,-,0.649
2021/01/16,23:18,0.29,-,0.69
2021/01/16,23:24,0.32,-,0.705
2021/01/16,23:30,0.35,-,0.751
2021/01/16,23:36,0.381,-,0.767
2021/01/16,23:42,0.411,-,0.799
2021/01/16,23:48,0.442,-,0.87
2021/01/16,23:54,0.472,-,0.867
2021/01/17,00:00,0.503,-,0.852
2021/01/17,00:06,0.533,-,0.932
2021/01/17,00:12,0.562,-,0.92
2021/01/17,00:18,0.592,-,0.942
2021/01/17,00:24,0.621,-,0.957
2021/01/17,00:30,0.649,-,0.971
2021/01/17,00:36,0.677,-,1.013
2021/01/17,00:42,0.704,-,0.997
2021/01/17,00:48,0.73,-,1.033
2021/01/17,00:54,0.756,-,1.044
2021/01/17,01:00,0.781,-,1.08
2021/01/17,01:06,0.805,-,1.059
2021/01/17,01:12,0.828,-,1.098
2021/01/17,01:18,0.85,-,1.086
2021/01/17,01:24,0.871,-,1.11
2021/01/17,01:30,0.892,-,1.124
2021/01/17,01:36,0.911,-,1.141
2021/01/17,01:42,0.929,-,1.168
2021/01/17,01:48,0.946,-,1.228
2021/01/17,01:54,0.962,-,1.256
2021/01/17,02:00,0.977,-,1.266
2021/01/17,02:06,0.991,-,1.272
2021/01/17,02:12,1.004,-,1.265
2021/01/17,02:18,1.015,-,1.275
2021/01/17,02:24,1.025,-,1.325
2021/01/17,02:30,1.034,-,1.304
2021/01/17,02:36,1.041,-,1.294
2021/01/17,02:42,1.047,-,1.344
2021/01/17,02:48,1.052,-,1.334
2021/01/17,02:54,1.056,-,1.324
2021/01/17,03:00,1.058,-,1.321
2021/01/17,03:06,1.058,-,1.343
2021/01/17,03:12,1.057,-,1.315
2021/01/17,03:18,1.055,-,1.308
2021/01/17,03:24,1.052,-,1.324
2021/01/17,03:30,1.046,-,1.332
2021/01/17,03:36,1.04,-,1.293
2021/01/17,03:42,1.032,-,1.267
2021/01/17,03:48,1.023,-,1.299
2021/01/17,03:54,1.012,-,1.322
2021/01/17,04:00,1,-,1.288
2021/01/17,04:06,0.987,-,1.288
2021/01/17,04:12,0.972,-,1.291
2021/01/17,04:18,0.956,-,1.284
2021/01/17,04:24,0.939,-,1.234
2021/01/17,04:30,0.921,-,1.206
2021/01/17,04:36,0.901,-,1.153
2021/01/17,04:42,0.881,-,1.153
2021/01/17,04:48,0.86,-,1.15
2021/01/17,04:54,0.838,-,1.101
2021/01/17,05:00,0.815,-,1.112
2021/01/17,05:06,0.791,-,1.092
2021/01/17,05:12,0.767,-,1.045
2021/01/17,05:18,0.742,-,1.027
2021/01/17,05:24,0.716,-,1.005
2021/01/17,05:30,0.69,-,0.965
2021/01/17,05:36,0.664,-,0.931
2021/01/17,05:42,0.637,-,0.896
2021/01/17,05:48,0.611,-,0.819
2021/01/17,05:54,0.584,-,0.758
2021/01/17,06:00,0.557,-,0.74
2021/01/17,06:06,0.53,-,0.703
2021/01/17,06:12,0.503,-,0.68
2021/01/17,06:18,0.476,-,0.65
2021/01/17,06:24,0.45,-,0.624
2021/01/17,06:30,0.423,-,0.621
2021/01/17,06:36,0.398,-,0.6
2021/01/17,06:42,0.372,-,0.59
2021/01/17,06:48,0.347,-,0.527
2021/01/17,06:54,0.322,-,0.469
2021/01/17,07:00,0.298,-,0.422
2021/01/17,07:06,0.275,-,0.396
2021/01/17,07:12,0.252,-,0.367
2021/01/17,07:18,0.23,-,0.357
2021/01/17,07:24,0.209,-,0.342
2021/01/17,07:30,0.188,-,0.298
2021/01/17,07:36,0.169,-,0.269
2021/01/17,07:42,0.15,-,0.276
2021/01/17,07:48,0.132,-,0.264
2021/01/17,07:54,0.116,-,0.257
2021/01/17,08:00,0.1,-,0.262
2021/01/17,08:06,0.085,-,0.242
2021/01/17,08:12,0.072,-,0.272
2021/01/17,08:18,0.06,-,0.261
2021/01/17,08:24,0.049,-,0.243
2021/01/17,08:30,0.039,-,0.183
2021/01/17,08:36,0.031,-,0.166
2021/01/17,08:42,0.024,-,0.136
2021/01/17,08:48,0.019,-,0.14
2021/01/17,08:54,0.015,-,0.114
2021/01/17,09:00,0.012,-,0.135
2021/01/17,09:06,0.012,-,0.114
2021/01/17,09:12,0.012,-,0.112
2021/01/17,09:18,0.015,-,0.096
2021/01/17,09:24,0.019,-,0.104
2021/01/17,09:30,0.025,-,0.115
2021/01/17,09:36,0.032,-,0.158
2021/01/17,09:42,0.041,-,0.133
2021/01/17,09:48,0.052,-,0.135
2021/01/17,09:54,0.064,-,0.145
2021/01/17,10:00,0.078,-,0.12
2021/01/17,10:06,0.094,-,0.116
2021/01/17,10:12,0.111,-,0.112
2021/01/17,10:18,0.13,-,0.164
2021/01/17,10:24,0.15,-,0.206
2021/01/17,10:30,0.172,-,0.176
2021/01/17,10:36,0.195,-,0.184
2021/01/17,10:42,0.219,-,0.208
2021/01/17,10:48,0.245,-,0.254
2021/01/17,10:54,0.271,-,0.247
2021/01/17,11:00,0.299,-,0.253
2021/01/17,11:06,0.328,-,0.298
2021/01/17,11:12,0.357,-,0.344
2021/01/17,11:18,0.387,-,0.408
2021/01/17,11:24,0.418,-,0.448
2021/01/17,11:30,0.45,-,0.464
2021/01/17,11:36,0.482,-,0.487
2021/01/17,11:42,0.514,-,0.531
2021/01/17,11:48,0.547,-,0.529
2021/01/17,11:54,0.579,-,0.584
2021/01/17,12:00,0.612,-,0.574
2021/01/17,12:06,0.645,-,0.646
2021/01/17,12:12,0.678,-,0.681
2021/01/17,12:18,0.71,-,0.697
2021/01/17,12:24,0.742,-,0.747
2021/01/17,12:30,0.774,-,0.773
2021/01/17,12:36,0.805,-,0.811
2021/01/17,12:42,0.836,-,0.859
2021/01/17,12:48,0.866,-,0.888
2021/01/17,12:54,0.895,-,0.926
2021/01/17,13:00,0.924,-,0.946
2021/01/17,13:06,0.952,-,0.943
2021/01/17,13:12,0.979,-,0.988
2021/01/17,13:18,1.005,-,0.994
2021/01/17,13:24,1.03,-,1.005
2021/01/17,13:30,1.054,-,1.037
2021/01/17,13:36,1.078,-,1.064
2021/01/17,13:42,1.1,-,1.072
2021/01/17,13:48,1.121,-,1.074
2021/01/17,13:54,1.141,-,1.135
2021/01/17,14:00,1.159,-,1.144
2021/01/17,14:06,1.177,-,1.147
2021/01/17,14:12,1.193,-,1.163
2021/01/17,14:18,1.208,-,1.17
2021/01/17,14:24,1.222,-,1.171
2021/01/17,14:30,1.235,-,1.194
2021/01/17,14:36,1.246,-,1.187
2021/01/17,14:42,1.255,-,1.196
2021/01/17,14:48,1.264,-,1.219
2021/01/17,14:54,1.271,-,1.201
2021/01/17,15:00,1.276,-,1.213
2021/01/17,15:06,1.28,-,1.204
2021/01/17,15:12,1.282,-,1.188
2021/01/17,15:18,1.283,-,1.18
2021/01/17,15:24,1.283,-,1.174
2021/01/17,15:30,1.28,-,1.128
2021/01/17,15:36,1.277,-,1.125
2021/01/17,15:42,1.271,-,1.149
2021/01/17,15:48,1.265,-,1.134
2021/01/17,15:54,1.256,-,1.096
2021/01/17,16:00,1.246,-,1.089
2021/01/17,16:06,1.235,-,1.113
2021/01/17,16:12,1.222,-,1.088
2021/01/17,16:18,1.207,-,1.081
2021/01/17,16:24,1.191,-,1.038
2021/01/17,16:30,1.174,-,1.046
2021/01/17,16:36,1.155,-,1.033
2021/01/17,16:42,1.135,-,1.048
2021/01/17,16:48,1.114,-,1.015
2021/01/17,16:54,1.091,-,0.969
2021/01/17,17:00,1.067,-,0.952
2021/01/17,17:06,1.042,-,0.933
2021/01/17,17:12,1.016,-,0.899
2021/01/17,17:18,0.99,-,0.859
2021/01/17,17:24,0.962,-,0.832
2021/01/17,17:30,0.933,-,0.812
2021/01/17,17:36,0.904,-,0.788
2021/01/17,17:42,0.874,-,0.77
2021/01/17,17:48,0.844,-,0.73
2021/01/17,17:54,0.813,-,0.694
2021/01/17,18:00,0.782,-,0.648
2021/01/17,18:06,0.75,-,0.621
2021/01/17,18:12,0.718,-,0.588
2021/01/17,18:18,0.686,-,0.543
2021/01/17,18:24,0.654,-,0.522
2021/01/17,18:30,0.623,-,0.461
2021/01/17,18:36,0.591,-,0.455
2021/01/17,18:42,0.559,-,0.41
2021/01/17,18:48,0.527,-,0.379
2021/01/17,18:54,0.496,-,0.356
2021/01/17,19:00,0.465,-,0.326
2021/01/17,19:06,0.435,-,0.322
2021/01/17,19:12,0.405,-,0.278
2021/01/17,19:18,0.375,-,0.243
2021/01/17,19:24,0.346,-,0.231
2021/01/17,19:30,0.318,-,0.222
2021/01/17,19:36,0.291,-,0.178
2021/01/17,19:42,0.264,-,0.116
2021/01/17,19:48,0.238,-,0.115
2021/01/17,19:54,0.212,-,0.073
2021/01/17,20:00,0.188,-,0.061
2021/01/17,20:06,0.165,-,0.034
2021/01/17,20:12,0.142,-,0.007
2021/01/17,20:18,0.121,-,-0.013
2021/01/17,20:24,0.101,-,-0.021
2021/01/17,20:30,0.081,-,-0.04
2021/01/17,20:36,0.063,-,-0.077
2021/01/17,20:42,0.046,-,-0.109
2021/01/17,20:48,0.031,-,-0.119
2021/01/17,20:54,0.017,-,-0.14
2021/01/17,21:00,0.004,-,-0.177
2021/01/17,21:06,-0.008,-,-0.158
2021/01/17,21:12,-0.018,-,-0.152
2021/01/17,21:18,-0.026,-,-0.14
2021/01/17,21:24,-0.033,-,-0.164
2021/01/17,21:30,-0.039,-,-0.151
2021/01/17,21:36,-0.043,-,-0.146
2021/01/17,21:42,-0.045,-,-0.139
2021/01/17,21:48,-0.046,-,-0.161
2021/01/17,21:54,-0.045,-,-0.137
2021/01/17,22:00,-0.042,-,-0.131
2021/01/17,22:06,-0.038,-,-0.117
2021/01/17,22:12,-0.032,-,-0.118
2021/01/17,22:18,-0.025,-,-0.089
2021/01/17,22:24,-0.015,-,-0.071
2021/01/17,22:30,-0.005,-,-0.073
2021/01/17,22:36,0.008,-,-0.058
2021/01/17,22:42,0.021,-,-0.038
2021/01/17,22:48,0.037,-,-0.074
2021/01/17,22:54,0.053,-,-0.033
2021/01/17,23:00,0.072,-,0.015
2021/01/17,23:06,0.091,-,0.026
2021/01/17,23:12,0.111,-,0.022
2021/01/17,23:18,0.133,-,0.05
2021/01/17,23:24,0.156,-,0.059
2021/01/17,23:30,0.18,-,0.114
2021/01/17,23:36,0.204,-,0.13
2021/01/17,23:42,0.23,-,0.159
2021/01/17,23:48,0.256,-,0.16
2021/01/17,23:54,0.282,-,0.195
2021/01/18,00:00,0.309,-,0.228
2021/01/18,00:06,0.337,-,0.25
2021/01/18,00:12,0.365,-,0.285
2021/01/18,00:18,0.393,-,0.33
2021/01/18,00:24,0.421,-,0.327
2021/01/18,00:30,0.449,-,0.346
2021/01/18,00:36,0.478,-,0.375
2021/01/18,00:42,0.506,-,0.402
2021/01/18,00:48,0.533,-,0.442
2021/01/18,00:54,0.561,-,0.463
2021/01/18,01:00,0.588,-,0.484
2021/01/18,01:06,0.615,-,0.521
2021/01/18,01:12,0.641,-,0.563
2021/01/18,01:18,0.667,-,0.563
2021/01/18,01:24,0.692,-,0.603
2021/01/18,01:30,0.717,-,0.604
2021/01/18,01:36,0.741,-,0.623
2021/01/18,01:42,0.764,-,0.664
2021/01/18,01:48,0.786,-,0.691
2021/01/18,01:54,0.808,-,0.709
2021/01/18,02:00,0.828,-,0.762
2021/01/18,02:06,0.848,-,0.766
2021/01/18,02:12,0.867,-,0.759
2021/01/18,02:18,0.885,-,0.781
2021/01/18,02:24,0.903,-,0.796
2021/01/18,02:30,0.919,-,0.779
2021/01/18,02:36,0.934,-,0.799
2021/01/18,02:42,0.948,-,0.806
2021/01/18,02:48,0.961,-,0.834
2021/01/18,02:54,0.973,-,0.861
2021/01/18,03:00,0.984,-,0.891
2021/01/18,03:06,0.994,-,0.899
2021/01/18,03:12,1.003,-,0.897
2021/01/18,03:18,1.011,-,0.91
2021/01/18,03:24,1.017,-,0.921
2021/01/18,03:30,1.022,-,0.94
2021/01/18,03:36,1.026,-,0.958
2021/01/18,03:42,1.029,-,0.956
2021/01/18,03:48,1.031,-,0.955
2021/01/18,03:54,1.031,-,0.969
2021/01/18,04:00,1.03,-,0.976
2021/01/18,04:06,1.028,-,0.979
2021/01/18,04:12,1.024,-,0.979
2021/01/18,04:18,1.019,-,0.98
2021/01/18,04:24,1.013,-,0.961
2021/01/18,04:30,1.006,-,0.935
2021/01/18,04:36,0.997,-,0.95
2021/01/18,04:42,0.987,-,0.923
2021/01/18,04:48,0.976,-,0.905
2021/01/18,04:54,0.964,-,0.898
2021/01/18,05:00,0.95,-,0.895
2021/01/18,05:06,0.936,-,0.868
2021/01/18,05:12,0.92,-,0.842
2021/01/18,05:18,0.903,-,0.821
2021/01/18,05:24,0.886,-,0.784
2021/01/18,05:30,0.867,-,0.761
2021/01/18,05:36,0.848,-,0.766
2021/01/18,05:42,0.828,-,0.748
2021/01/18,05:48,0.807,-,0.734
2021/01/18,05:54,0.786,-,0.702
2021/01/18,06:00,0.764,-,0.687
2021/01/18,06:06,0.741,-,0.654
2021/01/18,06:12,0.718,-,0.637
2021/01/18,06:18,0.695,-,0.611
2021/01/18,06:24,0.671,-,0.569
2021/01/18,06:30,0.647,-,0.55
2021/01/18,06:36,0.623,-,0.514
2021/01/18,06:42,0.599,-,0.495
2021/01/18,06:48,0.575,-,0.462
2021/01/18,06:54,0.551,-,0.437
2021/01/18,07:00,0.527,-,0.394
2021/01/18,07:06,0.503,-,0.395
2021/01/18,07:12,0.479,-,0.388
2021/01/18,07:18,0.456,-,0.362
2021/01/18,07:24,0.433,-,0.331
2021/01/18,07:30,0.41,-,0.297
2021/01/18,07:36,0.388,-,0.278
2021/01/18,07:42,0.366,-,0.254
2021/01/18,07:48,0.345,-,0.233
2021/01/18,07:54,0.324,-,0.214
2021/01/18,08:00,0.304,-,0.208
2021/01/18,08:06,0.284,-,0.18
2021/01/18,08:12,0.266,-,0.126
2021/01/18,08:18,0.247,-,0.123
2021/01/18,08:24,0.23,-,0.096
2021/01/18,08:30,0.214,-,0.082
2021/01/18,08:36,0.198,-,0.076
2021/01/18,08:42,0.183,-,0.078
2021/01/18,08:48,0.169,-,0.063
2021/01/18,08:54,0.156,-,0.04
2021/01/18,09:00,0.144,-,0.05
2021/01/18,09:06,0.133,-,0.027
2021/01/18,09:12,0.124,-,0.001
2021/01/18,09:18,0.115,-,-0.014
2021/01/18,09:24,0.107,-,-0.011
2021/01/18,09:30,0.101,-,-0.032
2021/01/18,09:36,0.096,-,-0.065
2021/01/18,09:42,0.092,-,-0.072
2021/01/18,09:48,0.09,-,-0.085
2021/01/18,09:54,0.089,-,-0.1
2021/01/18,10:00,0.089,-,-0.123
2021/01/18,10:06,0.091,-,-0.109
2021/01/18,10:12,0.094,-,-0.152
2021/01/18,10:18,0.099,-,-0.134
2021/01/18,10:24,0.105,-,-0.136
2021/01/18,10:30,0.113,-,-0.117
2021/01/18,10:36,0.122,-,-0.099
2021/01/18,10:42,0.132,-,-0.081
2021/01/18,10:48,0.144,-,-0.071
2021/01/18,10:54,0.158,-,-0.076
2021/01/18,11:00,0.172,-,-0.063
2021/01/18,11:06,0.189,-,-0.034
2021/01/18,11:12,0.206,-,0.002
2021/01/18,11:18,0.225,-,0.043
2021/01/18,11:24,0.245,-,0.07
2021/01/18,11:30,0.266,-,0.058
2021/01/18,11:36,0.288,-,0.09
2021/01/18,11:42,0.311,-,0.11
2021/01/18,11:48,0.335,-,0.141
2021/01/18,11:54,0.36,-,0.204
2021/01/18,12:00,0.386,-,0.235
2021/01/18,12:06,0.413,-,0.259
2021/01/18,12:12,0.44,-,0.294
2021/01/18,12:18,0.467,-,0.336
2021/01/18,12:24,0.495,-,0.346
2021/01/18,12:30,0.523,-,0.367
2021/01/18,12:36,0.552,-,0.41
2021/01/18,12:42,0.58,-,0.413
2021/01/18,12:48,0.609,-,0.47
2021/01/18,12:54,0.637,-,0.51
2021/01/18,13:00,0.665,-,0.549
